Days_to_Return,Discount_Applied,Is_Returned,Order_Date,Order_ID,Order_Quantity,Payment_Method,Price,Product_Category,Product_ID,Product_Price,Return_Date,Return_Reason,Return_Status,Shipping_Method,Supplier,User_Age,User_Gender,User_ID,User_Location,Category_Return_Rate,Supplier_Return_Rate,Location_Return_Rate
343.0,38.02,1,2023-03-20,ORD00005610,1.0,Credit Card,,Clothing,PROD00005610,270.14,2024-02-26,Wrong item,Returned,Next-Day,,59.0,Male,USER00005610,City2,52.423788105947025,,50.54945054945055
-540.0,15.95,1,2024-09-25,ORD00005611,2.0,Debit Card,,Toys,PROD00005611,50.97,2023-04-04,Wrong item,Returned,Express,,68.0,Male,USER00005611,City11,49.53703703703704,,49.494949494949495
,11.94,0,2023-03-18,ORD00005612,2.0,PayPal,,Electronics,PROD00005612,327.46,,,Not Returned,Next-Day,,70.0,Female,USER00005612,City22,50.956696878147035,,43.103448275862064
-181.0,39.34,1,2023-11-13,ORD00005613,3.0,PayPal,,Home,PROD00005613,32.21,2023-05-16,Not as described,Returned,Standard,,53.0,Male,USER00005613,City68,49.01477832512315,,62.10526315789474
,33.82,0,2023-03-01,ORD00005614,2.0,Credit Card,,Home,PROD00005614,209.87,,,Not Returned,Express,,30.0,Male,USER00005614,City73,49.01477832512315,,50.0
,37.0,0,2024-06-22,ORD00005615,4.0,PayPal,,Electronics,PROD00005615,372.4,,,Not Returned,Express,,24.0,Male,USER00005615,City51,50.956696878147035,,53.2608695652174
311.0,14.2,1,2023-05-11,ORD00005616,1.0,Debit Card,,Toys,PROD00005616,234.2,2024-03-17,Changed mind,Returned,Standard,,37.0,Female,USER00005616,City48,49.53703703703704,,47.87234042553192
-56.0,43.11,1,2023-07-25,ORD00005617,1.0,Gift Card,,Electronics,PROD00005617,5.64,2023-05-30,Not as described,Returned,Express,,52.0,Male,USER00005617,City93,50.956696878147035,,49.532710280373834
,8.27,0,2023-03-31,ORD00005618,4.0,PayPal,,Electronics,PROD00005618,406.64,,,Not Returned,Express,,33.0,Female,USER00005618,City6,50.956696878147035,,50.0
-177.0,31.35,1,2024-12-20,ORD00005619,5.0,Debit Card,,Clothing,PROD00005619,376.39,2024-06-26,Changed mind,Returned,Express,,24.0,Male,USER00005619,City59,52.423788105947025,,50.0
,29.91,0,2023-05-03,ORD00005620,2.0,PayPal,,Books,PROD00005620,326.77,,,Not Returned,Express,,56.0,Male,USER00005620,City89,50.66144047035767,,50.505050505050505
-161.0,16.22,1,2024-01-29,ORD00005621,3.0,Gift Card,,Home,PROD00005621,207.24,2023-08-21,Not as described,Returned,Standard,,52.0,Male,USER00005621,City3,49.01477832512315,,50.427350427350426
415.0,12.43,1,2023-03-27,ORD00005622,2.0,Credit Card,,Electronics,PROD00005622,301.17,2024-05-15,Not as described,Returned,Standard,,64.0,Male,USER00005622,City98,50.956696878147035,,47.66355140186916
-138.0,18.38,1,2023-10-18,ORD00005623,5.0,Gift Card,,Clothing,PROD00005623,377.53,2023-06-02,Not as described,Returned,Next-Day,,68.0,Female,USER00005623,City2,52.423788105947025,,50.54945054945055
,7.16,0,2024-07-18,ORD00005624,2.0,Debit Card,,Books,PROD00005624,180.5,,,Not Returned,Standard,,55.0,Male,USER00005624,City44,50.66144047035767,,56.310679611650485
,35.35,0,2023-11-25,ORD00005625,4.0,Gift Card,,Toys,PROD00005625,385.39,,,Not Returned,Express,,43.0,Female,USER00005625,City48,49.53703703703704,,47.87234042553192
,46.51,0,2024-11-07,ORD00005626,2.0,PayPal,,Clothing,PROD00005626,220.34,,,Not Returned,Standard,,64.0,Male,USER00005626,City37,52.423788105947025,,44.761904761904766
,32.73,0,2024-05-30,ORD00005627,1.0,PayPal,,Clothing,PROD00005627,211.3,,,Not Returned,Standard,,57.0,Female,USER00005627,City45,52.423788105947025,,41.83673469387755
237.0,23.06,1,2024-02-07,ORD00005628,3.0,PayPal,,Books,PROD00005628,255.11,2024-10-01,Changed mind,Returned,Express,,32.0,Male,USER00005628,City45,50.66144047035767,,41.83673469387755
-196.0,44.98,1,2024-08-16,ORD00005629,2.0,Credit Card,,Electronics,PROD00005629,402.83,2024-02-02,Defective,Returned,Standard,,57.0,Male,USER00005629,City89,50.956696878147035,,50.505050505050505
,25.75,0,2024-12-31,ORD00005630,2.0,PayPal,,Toys,PROD00005630,497.39,,,Not Returned,Standard,,65.0,Male,USER00005630,City32,49.53703703703704,,39.81481481481482
,12.32,0,2023-03-13,ORD00005631,1.0,PayPal,,Clothing,PROD00005631,223.76,,,Not Returned,Standard,,59.0,Female,USER00005631,City29,52.423788105947025,,53.84615384615385
,10.19,0,2024-11-14,ORD00005632,2.0,PayPal,,Clothing,PROD00005632,225.98,,,Not Returned,Next-Day,,47.0,Male,USER00005632,City86,52.423788105947025,,50.0
,23.18,0,2024-06-15,ORD00005633,3.0,Gift Card,,Electronics,PROD00005633,204.91,,,Not Returned,Express,,69.0,Female,USER00005633,City50,50.956696878147035,,53.06122448979592
114.0,32.61,1,2024-03-03,ORD00005634,5.0,PayPal,,Electronics,PROD00005634,194.48,2024-06-25,Not as described,Returned,Next-Day,,70.0,Male,USER00005634,City82,50.956696878147035,,51.9607843137255
,43.57,0,2024-02-05,ORD00005635,3.0,Credit Card,,Clothing,PROD00005635,312.68,,,Not Returned,Next-Day,,55.0,Female,USER00005635,City63,52.423788105947025,,42.15686274509804
-75.0,38.22,1,2024-05-24,ORD00005636,1.0,Gift Card,,Clothing,PROD00005636,84.36,2024-03-10,Defective,Returned,Next-Day,,60.0,Male,USER00005636,City29,52.423788105947025,,53.84615384615385
,27.05,0,2024-01-31,ORD00005637,1.0,Debit Card,,Clothing,PROD00005637,484.84,,,Not Returned,Standard,,18.0,Male,USER00005637,City93,52.423788105947025,,49.532710280373834
,42.56,0,2023-10-15,ORD00005638,4.0,Debit Card,,Home,PROD00005638,191.13,,,Not Returned,Standard,,22.0,Male,USER00005638,City35,49.01477832512315,,54.285714285714285
,44.91,0,2023-07-15,ORD00005639,4.0,Debit Card,,Home,PROD00005639,138.44,,,Not Returned,Standard,,37.0,Female,USER00005639,City36,49.01477832512315,,45.08196721311475
,25.17,0,2024-12-28,ORD00005640,2.0,Credit Card,,Books,PROD00005640,130.88,,,Not Returned,Next-Day,,49.0,Male,USER00005640,City55,50.66144047035767,,48.888888888888886
,25.66,0,2023-12-19,ORD00005641,5.0,PayPal,,Books,PROD00005641,465.75,,,Not Returned,Next-Day,,56.0,Male,USER00005641,City66,50.66144047035767,,54.36893203883495
,31.89,0,2024-06-06,ORD00005642,5.0,Credit Card,,Electronics,PROD00005642,392.42,,,Not Returned,Express,,57.0,Male,USER00005642,City93,50.956696878147035,,49.532710280373834
,44.57,0,2024-06-21,ORD00005643,1.0,Credit Card,,Toys,PROD00005643,322.96,,,Not Returned,Standard,,46.0,Male,USER00005643,City12,49.53703703703704,,54.08163265306123
,24.84,0,2023-03-20,ORD00005644,2.0,PayPal,,Toys,PROD00005644,64.82,,,Not Returned,Express,,50.0,Male,USER00005644,City42,49.53703703703704,,51.02040816326531
-6.0,49.2,1,2024-09-13,ORD00005645,5.0,Debit Card,,Toys,PROD00005645,114.65,2024-09-07,Wrong item,Returned,Standard,,30.0,Female,USER00005645,City60,49.53703703703704,,46.0
,18.14,0,2023-11-26,ORD00005646,3.0,Debit Card,,Toys,PROD00005646,140.35,,,Not Returned,Express,,46.0,Female,USER00005646,City82,49.53703703703704,,51.9607843137255
,11.89,0,2023-03-10,ORD00005647,5.0,Gift Card,,Clothing,PROD00005647,42.3,,,Not Returned,Next-Day,,31.0,Female,USER00005647,City2,52.423788105947025,,50.54945054945055
-355.0,7.36,1,2024-01-24,ORD00005648,1.0,Debit Card,,Electronics,PROD00005648,400.39,2023-02-03,Defective,Returned,Next-Day,,40.0,Female,USER00005648,City92,50.956696878147035,,43.51851851851852
,5.35,0,2023-12-12,ORD00005649,1.0,Debit Card,,Clothing,PROD00005649,383.65,,,Not Returned,Next-Day,,47.0,Female,USER00005649,City28,52.423788105947025,,52.17391304347826
,17.26,0,2023-11-17,ORD00005650,2.0,PayPal,,Clothing,PROD00005650,427.58,,,Not Returned,Next-Day,,22.0,Male,USER00005650,City97,52.423788105947025,,50.0
,19.11,0,2023-10-05,ORD00005651,1.0,Credit Card,,Clothing,PROD00005651,195.07,,,Not Returned,Standard,,54.0,Male,USER00005651,City99,52.423788105947025,,49.494949494949495
,3.61,0,2023-01-06,ORD00005652,4.0,Debit Card,,Home,PROD00005652,450.7,,,Not Returned,Next-Day,,50.0,Female,USER00005652,City62,49.01477832512315,,52.72727272727272
263.0,14.62,1,2023-03-09,ORD00005653,5.0,Credit Card,,Home,PROD00005653,68.09,2023-11-27,Wrong item,Returned,Express,,59.0,Male,USER00005653,City38,49.01477832512315,,54.90196078431373
,10.62,0,2024-12-09,ORD00005654,4.0,Credit Card,,Toys,PROD00005654,288.15,,,Not Returned,Next-Day,,48.0,Male,USER00005654,City63,49.53703703703704,,42.15686274509804
250.0,39.62,1,2023-03-23,ORD00005655,1.0,Gift Card,,Home,PROD00005655,371.12,2023-11-28,Wrong item,Returned,Standard,,50.0,Female,USER00005655,City64,49.01477832512315,,51.45631067961165
-20.0,46.51,1,2024-09-12,ORD00005656,4.0,Debit Card,,Toys,PROD00005656,29.71,2024-08-23,Not as described,Returned,Next-Day,,43.0,Female,USER00005656,City64,49.53703703703704,,51.45631067961165
,35.46,0,2024-07-12,ORD00005657,3.0,Gift Card,,Home,PROD00005657,359.49,,,Not Returned,Standard,,29.0,Male,USER00005657,City92,49.01477832512315,,43.51851851851852
-290.0,15.29,1,2024-11-08,ORD00005658,4.0,PayPal,,Books,PROD00005658,279.15,2024-01-23,Wrong item,Returned,Standard,,47.0,Female,USER00005658,City81,50.66144047035767,,50.0
,15.61,0,2023-07-01,ORD00005659,2.0,Credit Card,,Electronics,PROD00005659,18.1,,,Not Returned,Express,,39.0,Female,USER00005659,City35,50.956696878147035,,54.285714285714285
-380.0,19.02,1,2024-07-08,ORD00005660,1.0,Credit Card,,Electronics,PROD00005660,103.9,2023-06-24,Changed mind,Returned,Express,,21.0,Female,USER00005660,City58,50.956696878147035,,55.88235294117647
,26.15,0,2024-03-14,ORD00005661,3.0,Credit Card,,Toys,PROD00005661,103.37,,,Not Returned,Next-Day,,59.0,Female,USER00005661,City83,49.53703703703704,,46.601941747572816
-326.0,16.95,1,2024-07-15,ORD00005662,1.0,PayPal,,Home,PROD00005662,61.25,2023-08-24,Defective,Returned,Express,,49.0,Female,USER00005662,City68,49.01477832512315,,62.10526315789474
,4.12,0,2023-12-14,ORD00005663,5.0,Debit Card,,Books,PROD00005663,170.12,,,Not Returned,Standard,,25.0,Female,USER00005663,City64,50.66144047035767,,51.45631067961165
,18.46,0,2023-09-29,ORD00005664,3.0,Debit Card,,Books,PROD00005664,478.0,,,Not Returned,Standard,,23.0,Female,USER00005664,City43,50.66144047035767,,55.26315789473685
,47.91,0,2023-07-15,ORD00005665,5.0,Debit Card,,Home,PROD00005665,80.16,,,Not Returned,Express,,62.0,Female,USER00005665,City33,49.01477832512315,,47.87234042553192
,16.25,0,2024-01-12,ORD00005666,4.0,PayPal,,Toys,PROD00005666,252.97,,,Not Returned,Express,,35.0,Male,USER00005666,City18,49.53703703703704,,49.03846153846153
-330.0,22.99,1,2024-03-03,ORD00005667,1.0,Credit Card,,Electronics,PROD00005667,483.13,2023-04-08,Wrong item,Returned,Next-Day,,62.0,Female,USER00005667,City81,50.956696878147035,,50.0
,8.88,0,2024-06-16,ORD00005668,5.0,Credit Card,,Home,PROD00005668,275.92,,,Not Returned,Next-Day,,67.0,Male,USER00005668,City26,49.01477832512315,,53.04347826086957
,6.95,0,2023-09-19,ORD00005669,4.0,Debit Card,,Books,PROD00005669,266.66,,,Not Returned,Next-Day,,58.0,Female,USER00005669,City99,50.66144047035767,,49.494949494949495
32.0,5.74,1,2024-07-29,ORD00005670,1.0,Debit Card,,Electronics,PROD00005670,12.37,2024-08-30,Defective,Returned,Next-Day,,43.0,Male,USER00005670,City19,50.956696878147035,,58.76288659793815
,5.71,0,2024-07-25,ORD00005671,1.0,PayPal,,Books,PROD00005671,67.16,,,Not Returned,Express,,63.0,Female,USER00005671,City92,50.66144047035767,,43.51851851851852
,34.13,0,2023-02-01,ORD00005672,4.0,Debit Card,,Electronics,PROD00005672,283.62,,,Not Returned,Standard,,47.0,Female,USER00005672,City16,50.956696878147035,,44.086021505376344
,11.33,0,2023-11-30,ORD00005673,4.0,Credit Card,,Electronics,PROD00005673,156.38,,,Not Returned,Next-Day,,48.0,Male,USER00005673,City20,50.956696878147035,,53.06122448979592
,15.9,0,2023-12-12,ORD00005674,4.0,Credit Card,,Home,PROD00005674,8.47,,,Not Returned,Standard,,54.0,Male,USER00005674,City81,49.01477832512315,,50.0
307.0,20.4,1,2023-11-05,ORD00005675,3.0,Credit Card,,Clothing,PROD00005675,476.19,2024-09-07,Wrong item,Returned,Express,,41.0,Female,USER00005675,City50,52.423788105947025,,53.06122448979592
-398.0,18.05,1,2024-08-31,ORD00005676,5.0,Debit Card,,Clothing,PROD00005676,464.42,2023-07-30,Changed mind,Returned,Next-Day,,31.0,Female,USER00005676,City49,52.423788105947025,,46.666666666666664
-447.0,10.44,1,2024-10-26,ORD00005677,2.0,Debit Card,,Electronics,PROD00005677,141.1,2023-08-06,Wrong item,Returned,Standard,,50.0,Female,USER00005677,City35,50.956696878147035,,54.285714285714285
,42.63,0,2023-11-25,ORD00005678,1.0,Credit Card,,Electronics,PROD00005678,107.21,,,Not Returned,Express,,19.0,Female,USER00005678,City48,50.956696878147035,,47.87234042553192
,12.41,0,2024-03-18,ORD00005679,3.0,PayPal,,Electronics,PROD00005679,272.91,,,Not Returned,Standard,,58.0,Female,USER00005679,City48,50.956696878147035,,47.87234042553192
,12.28,0,2023-07-15,ORD00005680,5.0,Gift Card,,Books,PROD00005680,329.38,,,Not Returned,Express,,62.0,Female,USER00005680,City79,50.66144047035767,,52.88461538461539
208.0,36.8,1,2023-11-08,ORD00005681,4.0,PayPal,,Electronics,PROD00005681,243.93,2024-06-03,Not as described,Returned,Express,,19.0,Female,USER00005681,City97,50.956696878147035,,50.0
-18.0,46.01,1,2023-02-08,ORD00005682,3.0,PayPal,,Toys,PROD00005682,352.59,2023-01-21,Not as described,Returned,Express,,31.0,Female,USER00005682,City20,49.53703703703704,,53.06122448979592
,47.5,0,2024-06-04,ORD00005683,5.0,Gift Card,,Toys,PROD00005683,390.69,,,Not Returned,Next-Day,,19.0,Female,USER00005683,City97,49.53703703703704,,50.0
23.0,23.58,1,2024-12-07,ORD00005684,5.0,Debit Card,,Home,PROD00005684,43.17,2024-12-30,Defective,Returned,Express,,33.0,Male,USER00005684,City35,49.01477832512315,,54.285714285714285
,30.97,0,2023-10-06,ORD00005685,5.0,PayPal,,Home,PROD00005685,281.96,,,Not Returned,Express,,67.0,Female,USER00005685,City37,49.01477832512315,,44.761904761904766
,8.87,0,2023-06-07,ORD00005686,5.0,Gift Card,,Electronics,PROD00005686,208.89,,,Not Returned,Express,,32.0,Male,USER00005686,City15,50.956696878147035,,57.798165137614674
434.0,41.89,1,2023-08-12,ORD00005687,2.0,PayPal,,Toys,PROD00005687,83.97,2024-10-19,Not as described,Returned,Express,,34.0,Male,USER00005687,City73,49.53703703703704,,50.0
110.0,10.6,1,2023-06-23,ORD00005688,4.0,Gift Card,,Home,PROD00005688,215.75,2023-10-11,Wrong item,Returned,Express,,22.0,Female,USER00005688,City77,49.01477832512315,,50.0
,37.97,0,2024-07-10,ORD00005689,2.0,Credit Card,,Clothing,PROD00005689,337.82,,,Not Returned,Express,,29.0,Male,USER00005689,City43,52.423788105947025,,55.26315789473685
,16.05,0,2024-12-22,ORD00005690,5.0,Debit Card,,Electronics,PROD00005690,402.59,,,Not Returned,Next-Day,,50.0,Male,USER00005690,City31,50.956696878147035,,51.42857142857142
,25.4,0,2024-02-16,ORD00005691,2.0,Gift Card,,Books,PROD00005691,323.43,,,Not Returned,Express,,59.0,Female,USER00005691,City24,50.66144047035767,,55.55555555555556
111.0,30.88,1,2023-04-04,ORD00005692,3.0,PayPal,,Books,PROD00005692,400.25,2023-07-24,Changed mind,Returned,Next-Day,,20.0,Female,USER00005692,City83,50.66144047035767,,46.601941747572816
-116.0,39.73,1,2024-04-18,ORD00005693,2.0,Credit Card,,Clothing,PROD00005693,40.49,2023-12-24,Wrong item,Returned,Express,,42.0,Female,USER00005693,City18,52.423788105947025,,49.03846153846153
,27.51,0,2023-08-09,ORD00005694,3.0,Debit Card,,Electronics,PROD00005694,295.18,,,Not Returned,Standard,,39.0,Female,USER00005694,City76,50.956696878147035,,42.2680412371134
387.0,13.12,1,2023-02-02,ORD00005695,4.0,Gift Card,,Books,PROD00005695,316.96,2024-02-24,Defective,Returned,Express,,44.0,Female,USER00005695,City62,50.66144047035767,,52.72727272727272
,48.82,0,2023-05-27,ORD00005696,4.0,Credit Card,,Toys,PROD00005696,121.84,,,Not Returned,Express,,55.0,Male,USER00005696,City53,49.53703703703704,,45.16129032258064
-225.0,25.31,1,2024-11-05,ORD00005697,2.0,PayPal,,Toys,PROD00005697,190.53,2024-03-25,Changed mind,Returned,Standard,,47.0,Female,USER00005697,City48,49.53703703703704,,47.87234042553192
,44.72,0,2023-04-01,ORD00005698,4.0,PayPal,,Clothing,PROD00005698,354.94,,,Not Returned,Standard,,37.0,Female,USER00005698,City51,52.423788105947025,,53.2608695652174
,21.38,0,2023-09-06,ORD00005699,2.0,PayPal,,Electronics,PROD00005699,153.94,,,Not Returned,Standard,,32.0,Female,USER00005699,City70,50.956696878147035,,46.15384615384615
,23.87,0,2023-04-18,ORD00005700,5.0,Gift Card,,Books,PROD00005700,353.91,,,Not Returned,Standard,,60.0,Male,USER00005700,City73,50.66144047035767,,50.0
,26.6,0,2023-02-19,ORD00005701,4.0,Gift Card,,Books,PROD00005701,222.82,,,Not Returned,Standard,,55.0,Male,USER00005701,City72,50.66144047035767,,51.546391752577314
276.0,10.69,1,2023-10-22,ORD00005702,5.0,Debit Card,,Electronics,PROD00005702,191.24,2024-07-24,Defective,Returned,Standard,,25.0,Female,USER00005702,City69,50.956696878147035,,44.086021505376344
,8.2,0,2024-08-21,ORD00005703,3.0,Gift Card,,Clothing,PROD00005703,470.4,,,Not Returned,Next-Day,,28.0,Female,USER00005703,City15,52.423788105947025,,57.798165137614674
-454.0,32.41,1,2024-07-07,ORD00005704,4.0,Gift Card,,Toys,PROD00005704,167.79,2023-04-10,Defective,Returned,Standard,,63.0,Male,USER00005704,City56,49.53703703703704,,45.1219512195122
532.0,36.74,1,2023-05-30,ORD00005705,5.0,Debit Card,,Clothing,PROD00005705,375.55,2024-11-12,Wrong item,Returned,Standard,,34.0,Male,USER00005705,City93,52.423788105947025,,49.532710280373834
,43.52,0,2023-12-09,ORD00005706,2.0,Credit Card,,Clothing,PROD00005706,252.92,,,Not Returned,Next-Day,,56.0,Female,USER00005706,City4,52.423788105947025,,52.57731958762887
617.0,21.24,1,2023-01-17,ORD00005707,2.0,PayPal,,Clothing,PROD00005707,348.47,2024-09-25,Not as described,Returned,Next-Day,,30.0,Female,USER00005707,City47,52.423788105947025,,54.0
-225.0,36.69,1,2023-11-30,ORD00005708,3.0,Debit Card,,Clothing,PROD00005708,358.87,2023-04-19,Changed mind,Returned,Next-Day,,58.0,Male,USER00005708,City48,52.423788105947025,,47.87234042553192
,4.04,0,2024-12-03,ORD00005709,1.0,Credit Card,,Books,PROD00005709,313.99,,,Not Returned,Express,,42.0,Female,USER00005709,City84,50.66144047035767,,55.55555555555556
-70.0,49.02,1,2024-06-04,ORD00005710,4.0,Debit Card,,Books,PROD00005710,450.42,2024-03-26,Defective,Returned,Next-Day,,39.0,Female,USER00005710,City27,50.66144047035767,,50.57471264367817
564.0,14.54,1,2023-01-14,ORD00005711,4.0,Gift Card,,Clothing,PROD00005711,147.78,2024-07-31,Not as described,Returned,Next-Day,,41.0,Female,USER00005711,City50,52.423788105947025,,53.06122448979592
,27.17,0,2024-12-05,ORD00005712,5.0,PayPal,,Home,PROD00005712,155.42,,,Not Returned,Next-Day,,59.0,Female,USER00005712,City4,49.01477832512315,,52.57731958762887
419.0,31.75,1,2023-03-07,ORD00005713,1.0,Debit Card,,Books,PROD00005713,7.13,2024-04-29,Wrong item,Returned,Express,,31.0,Female,USER00005713,City7,50.66144047035767,,56.99999999999999
-141.0,41.81,1,2024-12-13,ORD00005714,2.0,Gift Card,,Clothing,PROD00005714,393.12,2024-07-25,Wrong item,Returned,Standard,,24.0,Male,USER00005714,City94,52.423788105947025,,47.368421052631575
,15.95,0,2024-10-21,ORD00005715,1.0,PayPal,,Electronics,PROD00005715,150.64,,,Not Returned,Express,,63.0,Male,USER00005715,City34,50.956696878147035,,49.48453608247423
356.0,9.26,1,2023-01-23,ORD00005716,5.0,Debit Card,,Books,PROD00005716,370.45,2024-01-14,Changed mind,Returned,Standard,,25.0,Male,USER00005716,City55,50.66144047035767,,48.888888888888886
,16.6,0,2023-11-20,ORD00005717,3.0,Debit Card,,Home,PROD00005717,217.15,,,Not Returned,Express,,55.0,Female,USER00005717,City19,49.01477832512315,,58.76288659793815
360.0,18.21,1,2023-10-19,ORD00005718,1.0,Gift Card,,Toys,PROD00005718,54.76,2024-10-13,Defective,Returned,Standard,,33.0,Male,USER00005718,City88,49.53703703703704,,53.92156862745098
601.0,33.99,1,2023-01-19,ORD00005719,4.0,PayPal,,Home,PROD00005719,352.05,2024-09-11,Wrong item,Returned,Next-Day,,40.0,Male,USER00005719,City87,49.01477832512315,,61.111111111111114
263.0,43.11,1,2023-06-30,ORD00005720,3.0,Credit Card,,Toys,PROD00005720,158.11,2024-03-19,Changed mind,Returned,Standard,,18.0,Female,USER00005720,City9,49.53703703703704,,54.65116279069767
215.0,45.98,1,2023-05-08,ORD00005721,4.0,Credit Card,,Books,PROD00005721,94.02,2023-12-09,Not as described,Returned,Standard,,18.0,Female,USER00005721,City63,50.66144047035767,,42.15686274509804
-269.0,21.94,1,2023-11-15,ORD00005722,4.0,Debit Card,,Home,PROD00005722,158.89,2023-02-19,Not as described,Returned,Standard,,32.0,Female,USER00005722,City7,49.01477832512315,,56.99999999999999
,23.93,0,2023-03-25,ORD00005723,3.0,Debit Card,,Clothing,PROD00005723,172.37,,,Not Returned,Next-Day,,18.0,Female,USER00005723,City63,52.423788105947025,,42.15686274509804
530.0,40.45,1,2023-04-08,ORD00005724,4.0,PayPal,,Home,PROD00005724,338.47,2024-09-19,Not as described,Returned,Express,,23.0,Male,USER00005724,City35,49.01477832512315,,54.285714285714285
-153.0,11.94,1,2024-01-30,ORD00005725,5.0,Credit Card,,Books,PROD00005725,311.28,2023-08-30,Not as described,Returned,Standard,,52.0,Female,USER00005725,City18,50.66144047035767,,49.03846153846153
98.0,12.09,1,2024-05-07,ORD00005726,5.0,Credit Card,,Toys,PROD00005726,104.05,2024-08-13,Not as described,Returned,Next-Day,,30.0,Male,USER00005726,City43,49.53703703703704,,55.26315789473685
,9.46,0,2023-06-20,ORD00005727,4.0,Credit Card,,Clothing,PROD00005727,110.24,,,Not Returned,Express,,47.0,Female,USER00005727,City57,52.423788105947025,,48.54368932038835
-167.0,47.32,1,2023-08-09,ORD00005728,4.0,PayPal,,Books,PROD00005728,58.11,2023-02-23,Not as described,Returned,Next-Day,,23.0,Female,USER00005728,City76,50.66144047035767,,42.2680412371134
-63.0,3.81,1,2023-03-08,ORD00005729,5.0,PayPal,,Books,PROD00005729,267.98,2023-01-04,Not as described,Returned,Standard,,18.0,Male,USER00005729,City62,50.66144047035767,,52.72727272727272
,5.37,0,2023-08-04,ORD00005730,2.0,Gift Card,,Clothing,PROD00005730,79.4,,,Not Returned,Standard,,30.0,Female,USER00005730,City65,52.423788105947025,,50.0
-70.0,5.89,1,2024-04-18,ORD00005731,4.0,Gift Card,,Electronics,PROD00005731,223.47,2024-02-08,Defective,Returned,Standard,,70.0,Female,USER00005731,City30,50.956696878147035,,52.083333333333336
,39.36,0,2024-01-17,ORD00005732,4.0,Debit Card,,Electronics,PROD00005732,70.92,,,Not Returned,Standard,,53.0,Female,USER00005732,City32,50.956696878147035,,39.81481481481482
-223.0,37.34,1,2023-11-13,ORD00005733,2.0,Debit Card,,Clothing,PROD00005733,171.57,2023-04-04,Not as described,Returned,Standard,,26.0,Male,USER00005733,City79,52.423788105947025,,52.88461538461539
,34.94,0,2023-09-01,ORD00005734,1.0,Gift Card,,Home,PROD00005734,273.84,,,Not Returned,Next-Day,,33.0,Female,USER00005734,City37,49.01477832512315,,44.761904761904766
385.0,13.46,1,2023-07-11,ORD00005735,2.0,PayPal,,Toys,PROD00005735,350.5,2024-07-30,Defective,Returned,Standard,,22.0,Male,USER00005735,City50,49.53703703703704,,53.06122448979592
,26.22,0,2024-11-07,ORD00005736,3.0,Debit Card,,Home,PROD00005736,89.31,,,Not Returned,Express,,46.0,Female,USER00005736,City28,49.01477832512315,,52.17391304347826
97.0,31.06,1,2023-05-28,ORD00005737,5.0,Gift Card,,Clothing,PROD00005737,50.8,2023-09-02,Wrong item,Returned,Next-Day,,69.0,Female,USER00005737,City55,52.423788105947025,,48.888888888888886
86.0,4.93,1,2024-08-07,ORD00005738,1.0,Credit Card,,Clothing,PROD00005738,280.32,2024-11-01,Changed mind,Returned,Express,,68.0,Female,USER00005738,City26,52.423788105947025,,53.04347826086957
521.0,10.47,1,2023-05-26,ORD00005739,5.0,Credit Card,,Home,PROD00005739,68.24,2024-10-28,Defective,Returned,Standard,,37.0,Male,USER00005739,City28,49.01477832512315,,52.17391304347826
-251.0,38.81,1,2024-09-03,ORD00005740,1.0,Credit Card,,Home,PROD00005740,144.63,2023-12-27,Wrong item,Returned,Express,,66.0,Male,USER00005740,City93,49.01477832512315,,49.532710280373834
-455.0,25.88,1,2024-04-06,ORD00005741,4.0,Gift Card,,Toys,PROD00005741,463.31,2023-01-07,Changed mind,Returned,Express,,55.0,Male,USER00005741,City50,49.53703703703704,,53.06122448979592
-525.0,48.93,1,2024-12-30,ORD00005742,2.0,PayPal,,Clothing,PROD00005742,267.6,2023-07-24,Changed mind,Returned,Express,,57.0,Female,USER00005742,City86,52.423788105947025,,50.0
95.0,46.18,1,2023-12-06,ORD00005743,3.0,PayPal,,Home,PROD00005743,170.89,2024-03-10,Defective,Returned,Next-Day,,23.0,Male,USER00005743,City43,49.01477832512315,,55.26315789473685
,7.49,0,2023-02-11,ORD00005744,4.0,Credit Card,,Books,PROD00005744,117.27,,,Not Returned,Standard,,31.0,Female,USER00005744,City41,50.66144047035767,,41.57303370786517
-318.0,19.32,1,2024-10-12,ORD00005745,5.0,Gift Card,,Electronics,PROD00005745,274.17,2023-11-29,Not as described,Returned,Next-Day,,61.0,Male,USER00005745,City8,50.956696878147035,,49.45054945054945
,25.24,0,2023-01-26,ORD00005746,5.0,Debit Card,,Home,PROD00005746,455.33,,,Not Returned,Express,,50.0,Female,USER00005746,City42,49.01477832512315,,51.02040816326531
-334.0,4.23,1,2024-02-12,ORD00005747,1.0,Debit Card,,Books,PROD00005747,240.4,2023-03-15,Not as described,Returned,Standard,,34.0,Female,USER00005747,City79,50.66144047035767,,52.88461538461539
,43.46,0,2023-09-04,ORD00005748,4.0,PayPal,,Toys,PROD00005748,73.74,,,Not Returned,Express,,64.0,Female,USER00005748,City61,49.53703703703704,,53.77358490566038
,21.53,0,2024-01-10,ORD00005749,4.0,Debit Card,,Books,PROD00005749,255.59,,,Not Returned,Express,,66.0,Male,USER00005749,City31,50.66144047035767,,51.42857142857142
